,feature_code,x,y,z
5483507,701,5054179.89,2361602.158,1853.216
5481033,701,5054184.503,2361602.158,1834.631
5481424,701,5054184.386,2361602.158,1853.219
5481416,701,5054184.433,2361602.159,1854.559
5492513,701,5054184.28,2361602.159,1857.819
5491123,701,5054162.332,2361602.16,1834.695
5476741,701,5054161.474,2361602.16,1840.073
5483617,701,5054179.26,2361602.161,1840.599
5483615,701,5054179.267,2361602.162,1840.957
5411124,701,5054186.357,2361602.162,1822.0
5481419,701,5054184.417,2361602.164,1853.892
5481455,701,5054184.193,2361602.165,1846.693
5483159,701,5054180.733,2361602.167,1850.502
5483620,701,5054179.252,2361602.168,1840.281
5480130,701,5054186.121,2361602.172,1824.095
5481762,701,5054183.551,2361602.172,1847.45
5481243,701,5054184.176,2361602.173,1840.034
5480476,701,5054185.217,2361602.173,1829.418
5476517,701,5054161.964,2361602.173,1835.08
5492635,701,5054181.802,2361602.174,1856.954
5481805,701,5054183.464,2361602.178,1851.915
5482897,701,5054181.014,2361602.179,1853.21
5477388,701,5054158.162,2361602.18,1829.349
5481809,701,5054183.448,2361602.18,1851.251
5480324,701,5054185.65,2361602.181,1826.918
5490818,701,5054163.079,2361602.181,1828.691
5481241,701,5054184.212,2361602.181,1840.472
5481256,701,5054184.083,2361602.182,1836.607
5483801,701,5054179.403,2361602.182,1856.029
5492645,701,5054182.035,2361602.182,1856.974
5479957,701,5054188.071,2361602.184,1851.197
5481529,701,5054183.75,2361602.184,1838.853
5481454,701,5054184.245,2361602.185,1847.161
5483398,701,5054179.345,2361602.188,1830.175
5481798,701,5054183.517,2361602.189,1852.979
5483350,701,5054179.633,2361602.189,1831.882
5477389,701,5054158.168,2361602.19,1829.086
5481765,701,5054183.581,2361602.192,1846.858
5480325,701,5054185.659,2361602.192,1826.508
5477190,701,5054158.818,2361602.193,1834.754
5482978,701,5054180.682,2361602.195,1846.633
5483153,701,5054180.841,2361602.196,1852.579
5482058,701,5054183.332,2361602.196,1854.918
5481759,701,5054183.627,2361602.196,1848.251
5481288,701,5054183.966,2361602.197,1837.603
5483158,701,5054180.816,2361602.198,1850.98
5483165,701,5054180.776,2361602.2,1849.334
5491018,701,5054162.602,2361602.2,1833.143
5481790,701,5054183.611,2361602.203,1855.006
5481570,701,5054183.557,2361602.206,1845.166
5483146,701,5054180.937,2361602.206,1855.176
5480232,701,5054186.022,2361602.208,1825.012
5480477,701,5054185.3,2361602.209,1829.231
5477148,701,5054159.186,2361602.209,1835.02
5483760,701,5054179.687,2361602.209,1853.209
5492567,701,5054179.799,2361602.21,1857.826
5476686,701,5054161.879,2361602.21,1840.081
5482957,701,5054180.671,2361602.211,1838.985
5477242,701,5054158.32,2361602.211,1829.27
5481663,701,5054184.26,2361602.212,1853.262
5411126,701,5054186.452,2361602.213,1821.914
5483200,701,5054180.613,2361602.216,1855.025
5481281,701,5054184.082,2361602.216,1840.04
5481566,701,5054183.617,2361602.217,1846.634
5481808,701,5054183.545,2361602.218,1851.8
5411201,701,5054186.182,2361602.22,1823.493
5481457,701,5054184.289,2361602.22,1846.632
5481275,701,5054184.126,2361602.22,1841.516
5481279,701,5054184.104,2361602.221,1840.422
5483083,701,5054180.081,2361602.221,1835.492
5477192,701,5054158.836,2361602.224,1833.295
5480780,701,5054184.679,2361602.225,1833.124
5481655,701,5054184.307,2361602.225,1854.597
5476573,701,5054161.806,2361602.227,1835.147
5481290,701,5054184.017,2361602.23,1837.438
5483804,701,5054179.456,2361602.23,1854.438
5481819,701,5054183.496,2361602.23,1849.839
5483666,701,5054179.083,2361602.231,1840.157
5481816,701,5054183.519,2361602.231,1850.216
5481531,701,5054183.831,2361602.231,1838.738
5483805,701,5054179.447,2361602.233,1854.125
5492646,701,5054182.145,2361602.236,1856.957
5482947,701,5054180.797,2361602.236,1841.671
5482967,701,5054180.841,2361602.236,1849.216
5481037,701,5054184.601,2361602.237,1833.092
5483201,701,5054180.649,2361602.237,1854.829
5481649,701,5054184.376,2361602.239,1855.702
5492636,701,5054181.926,2361602.24,1856.981
5483809,701,5054179.436,2361602.24,1853.242
5482928,701,5054180.918,2361602.24,1845.867
5483837,701,5054179.29,2361602.245,1847.422
5411127,701,5054186.504,2361602.246,1821.704
5483836,701,5054179.313,2361602.246,1847.769
5481578,701,5054183.579,2361602.247,1843.549
5492499,701,5054184.021,2361602.248,1857.531
5491227,701,5054162.222,2361602.248,1840.122
5482926,701,5054180.963,2361602.249,1846.632
5481572,701,5054183.623,2361602.25,1845.032
5482959,701,5054180.737,2361602.251,1838.836
5482935,701,5054180.909,2361602.253,1844.243
5482975,701,5054180.816,2361602.253,1847.597
5492568,701,5054179.894,2361602.253,1857.755
5483777,701,5054178.418,2361602.255,1825.032
5483593,701,5054179.605,2361602.255,1846.625
5482060,701,5054183.442,2361602.255,1854.901
5492762,701,5054179.594,2361602.256,1857.927
5483152,701,5054180.982,2361602.257,1853.226
5477238,701,5054158.425,2361602.257,1830.785
5482980,701,5054180.807,2361602.257,1846.621
5481499,701,5054184.132,2361602.259,1846.637
5490919,701,5054162.941,2361602.262,1829.262
5482985,701,5054180.791,2361602.263,1845.964
5482458,701,5054182.582,2361602.264,1854.943
5480326,701,5054185.792,2361602.265,1826.152
5481493,701,5054184.193,2361602.267,1848.073
5480233,701,5054186.146,2361602.27,1825.019
5476848,701,5054161.191,2361602.271,1844.226
5492647,701,5054182.211,2361602.272,1856.822
5481534,701,5054183.905,2361602.274,1838.237
5491019,701,5054162.694,2361602.274,1831.176
5481497,701,5054184.185,2361602.275,1847.078
5482945,701,5054180.9,2361602.275,1842.594
5491124,701,5054162.521,2361602.277,1833.277
5492500,701,5054184.056,2361602.277,1857.358
5481291,701,5054184.113,2361602.281,1837.347
5476522,701,5054162.145,2361602.285,1833.328
5477385,701,5054158.379,2361602.285,1830.774
5484060,701,5054179.291,2361602.287,1856.166
5479871,701,5054188.085,2361602.289,1851.252
5481580,701,5054183.66,2361602.29,1843.454
5483209,701,5054180.702,2361602.293,1853.213
5482122,701,5054183.117,2361602.294,1855.428
5482950,701,5054180.892,2361602.296,1840.93
5476969,701,5054160.615,2361602.296,1842.761
5481825,701,5054183.59,2361602.296,1848.485
5482976,701,5054180.912,2361602.297,1847.5
5480730,701,5054185.071,2361602.297,1831.008
5477149,701,5054159.356,2361602.298,1835.091
5411128,701,5054186.601,2361602.298,1821.575
5483453,701,5054180.437,2361602.301,1853.186
5477193,701,5054158.992,2361602.302,1833.313
5492637,701,5054182.051,2361602.303,1856.973
5482987,701,5054180.872,2361602.303,1845.844
5477390,701,5054158.398,2361602.305,1829.252
5484064,701,5054179.285,2361602.305,1854.408
5483006,701,5054180.765,2361602.306,1841.678
5481295,701,5054184.144,2361602.306,1836.671
5481038,701,5054184.742,2361602.307,1833.103
5483203,701,5054180.788,2361602.31,1854.881
5492569,701,5054180.004,2361602.311,1857.756
5481525,701,5054184.044,2361602.311,1840.331
5492648,701,5054182.291,2361602.312,1856.716
5481520,701,5054184.08,2361602.313,1841.496
5483623,701,5054179.54,2361602.314,1839.991
5483779,701,5054178.528,2361602.314,1824.993
5411275,701,5054186.166,2361602.314,1823.502
5481260,701,5054184.319,2361602.316,1835.858
5481527,701,5054184.051,2361602.318,1840.026
5483020,701,5054180.706,2361602.318,1838.839
5482983,701,5054180.917,2361602.319,1846.624
5483870,701,5054179.281,2361602.319,1853.22
5477003,701,5054160.35,2361602.319,1842.773
5476852,701,5054161.251,2361602.32,1842.971
5482993,701,5054180.863,2361602.32,1844.228
5476632,701,5054161.665,2361602.321,1835.162
5491125,701,5054162.602,2361602.321,1833.147
5481826,701,5054183.641,2361602.321,1848.303
5481585,701,5054183.667,2361602.323,1841.798
5483394,701,5054179.652,2361602.323,1831.766
5490920,701,5054163.037,2361602.323,1828.506
5480783,701,5054184.85,2361602.324,1832.485
5477179,701,5054159.738,2361602.324,1844.27
5480327,701,5054185.904,2361602.324,1826.076
5482462,701,5054182.691,2361602.326,1854.943
5491014,701,5054162.997,2361602.327,1840.385
5492493,701,5054183.941,2361602.329,1857.635
5476912,701,5054161.034,2361602.329,1844.242
5481728,701,5054184.134,2361602.33,1856.023
5481591,701,5054183.637,2361602.331,1840.367
5476519,701,5054162.275,2361602.332,1835.154
5483776,701,5054178.615,2361602.337,1825.946
5483866,701,5054179.335,2361602.337,1854.254
5483763,701,5054179.921,2361602.337,1853.228
5477185,701,5054159.739,2361602.339,1842.875
5482951,701,5054180.973,2361602.34,1840.81
5483924,701,5054179.016,2361602.345,1841.055
5481592,701,5054183.659,2361602.345,1840.09
5492494,701,5054183.962,2361602.347,1857.395
5483210,701,5054180.812,2361602.348,1853.189
5411129,701,5054186.697,2361602.349,1821.463
5492755,701,5054179.467,2361602.349,1857.995
5492763,701,5054179.784,2361602.35,1857.811
5483085,701,5054180.338,2361602.351,1835.833
5492756,701,5054179.45,2361602.351,1857.377
5476520,701,5054162.303,2361602.352,1834.599
5480234,701,5054186.274,2361602.354,1824.222
5481589,701,5054183.703,2361602.354,1840.888
5491120,701,5054162.812,2361602.355,1840.289
5480784,701,5054184.88,2361602.356,1831.863
5476692,701,5054161.429,2361602.356,1835.277
5483812,701,5054179.672,2361602.357,1853.204
5481833,701,5054183.662,2361602.357,1846.748
5481744,701,5054184.089,2361602.357,1853.248
5490921,701,5054163.103,2361602.359,1828.351
5492649,701,5054182.372,2361602.36,1856.622
5492638,701,5054182.161,2361602.361,1856.96
5477233,701,5054158.667,2361602.362,1833.169
5483011,701,5054180.862,2361602.363,1840.889
5480731,701,5054185.196,2361602.363,1831.002
5481586,701,5054183.748,2361602.363,1841.658
5483395,701,5054179.718,2361602.363,1831.611
5481870,701,5054183.614,2361602.367,1853.548
5483455,701,5054180.562,2361602.367,1853.207
5481262,701,5054184.415,2361602.368,1835.772
5481763,701,5054183.956,2361602.368,1848.186
5481731,701,5054184.191,2361602.369,1855.606
5492570,701,5054180.114,2361602.37,1857.729
5481872,701,5054183.621,2361602.37,1853.224
5481840,701,5054183.639,2361602.371,1845.028
5481742,701,5054184.142,2361602.373,1853.664
5482995,701,5054180.973,2361602.375,1844.171
5481827,701,5054183.737,2361602.376,1848.237
5483205,701,5054180.912,2361602.376,1854.931
5481539,701,5054184.082,2361602.379,1837.34
5477083,701,5054159.82,2361602.379,1842.75
5481787,701,5054183.988,2361602.379,1856.291
5484120,701,5054179.194,2361602.379,1856.292
5481737,701,5054184.181,2361602.38,1854.685
5411277,701,5054186.292,2361602.38,1823.467
5477229,701,5054159.658,2361602.381,1843.01
5482464,701,5054182.816,2361602.384,1854.943
5490922,701,5054163.14,2361602.385,1828.114
5477181,701,5054159.848,2361602.386,1844.242
5477150,701,5054159.512,2361602.387,1835.135
5491020,701,5054162.893,2361602.387,1830.681
5477092,701,5054159.683,2361602.387,1835.15
5481880,701,5054183.594,2361602.387,1851.682
5483765,701,5054180.031,2361602.388,1853.197
5483213,701,5054180.891,2361602.392,1852.46
5483003,701,5054180.95,2361602.392,1842.491
5491228,701,5054162.369,2361602.392,1834.461
5482062,701,5054183.705,2361602.394,1855.018
5476576,701,5054162.083,2361602.394,1833.306
5477152,701,5054159.525,2361602.396,1834.556
5481568,701,5054183.97,2361602.398,1846.929
5492650,701,5054182.452,2361602.399,1856.54
5481848,701,5054183.63,2361602.4,1843.394
5481265,701,5054184.46,2361602.4,1835.182
5492627,701,5054181.973,2361602.4,1856.98
5481845,701,5054183.652,2361602.401,1843.788
5481834,701,5054183.727,2361602.401,1846.619
5481041,701,5054184.897,2361602.402,1832.477
5490923,701,5054163.177,2361602.402,1827.866
5480732,701,5054185.236,2361602.402,1829.97
5483219,701,5054180.85,2361602.402,1850.862
5481594,701,5054183.763,2361602.403,1839.649
5492485,701,5054183.801,2361602.404,1857.616
5484130,701,5054179.169,2361602.404,1853.346
5483660,701,5054179.464,2361602.404,1830.423
5481887,701,5054183.585,2361602.404,1850.081
5480785,701,5054184.976,2361602.404,1831.768
5477231,701,5054158.775,2361602.405,1834.586
5483844,701,5054179.589,2361602.407,1846.634
5411207,701,5054186.498,2361602.407,1821.992
5476913,701,5054161.174,2361602.407,1844.268
5481593,701,5054183.77,2361602.408,1840.051
5481569,701,5054183.976,2361602.408,1846.637
5491126,701,5054162.724,2361602.41,1831.243
5481789,701,5054184.053,2361602.411,1856.144
5483446,701,5054180.707,2361602.411,1855.02
5481733,701,5054184.271,2361602.412,1855.516
5492486,701,5054183.837,2361602.417,1857.393
5481595,701,5054183.771,2361602.418,1839.335
5492628,701,5054182.009,2361602.418,1856.777
5481841,701,5054183.719,2361602.418,1844.951
5483013,701,5054180.956,2361602.418,1840.854
5484125,701,5054179.224,2361602.419,1854.336
5477380,701,5054158.68,2361602.42,1833.273
5483212,701,5054180.951,2361602.421,1853.236
5492571,701,5054180.208,2361602.421,1857.687
5481588,701,5054183.858,2361602.422,1841.64
5481042,701,5054184.929,2361602.423,1831.777
5481541,701,5054184.164,2361602.423,1837.185
5481804,701,5054183.979,2361602.424,1853.272
5477230,701,5054159.738,2361602.424,1842.923
5481851,701,5054183.66,2361602.425,1842.774
5492750,701,5054179.341,2361602.427,1858.076
5481853,701,5054183.667,2361602.427,1842.447
5477034,701,5054160.335,2361602.429,1842.765
5491229,701,5054162.411,2361602.429,1833.315
5481829,701,5054183.847,2361602.43,1848.197
5483457,701,5054180.687,2361602.43,1853.189
5481854,701,5054183.66,2361602.43,1842.115
5482192,701,5054183.132,2361602.434,1855.491
5477411,701,5054158.18,2361602.434,1829.246
5476966,701,5054160.909,2361602.435,1844.245
5492487,701,5054183.841,2361602.436,1856.537
5483447,701,5054180.743,2361602.436,1854.833
5481881,701,5054183.69,2361602.438,1851.622
5480328,701,5054186.084,2361602.438,1825.018
5483230,701,5054180.875,2361602.44,1849.109
5484126,701,5054179.259,2361602.44,1854.157
5481855,701,5054183.667,2361602.44,1841.793
5484132,701,5054179.234,2361602.44,1853.229
5481596,701,5054183.822,2361602.443,1839.129
5481889,701,5054183.665,2361602.443,1849.986
5480408,701,5054185.785,2361602.444,1827.18
5481543,701,5054184.201,2361602.444,1836.942
5492745,701,5054178.956,2361602.445,1856.485
5482266,701,5054182.926,2361602.447,1854.938
5477153,701,5054159.621,2361602.447,1834.476
5491021,701,5054162.988,2361602.449,1829.282
5481795,701,5054184.103,2361602.449,1855.37
5483236,701,5054180.851,2361602.449,1847.442
5481793,701,5054184.111,2361602.45,1855.702
5481797,701,5054184.086,2361602.45,1854.721
5484040,701,5054178.527,2361602.45,1825.071
5476914,701,5054161.255,2361602.451,1844.16
5483980,701,5054178.94,2361602.451,1840.972
5481857,701,5054183.666,2361602.454,1841.145
5481849,701,5054183.741,2361602.455,1843.333
5477183,701,5054159.988,2361602.456,1844.252
5481896,701,5054183.641,2361602.457,1848.335
5477227,701,5054159.817,2361602.457,1844.206
5484128,701,5054179.296,2361602.457,1853.947
5483673,701,5054179.509,2361602.458,1840.002
5477232,701,5054158.87,2361602.46,1834.522
5477138,701,5054159.804,2361602.461,1842.766
5481300,701,5054184.417,2361602.462,1835.697
5483017,701,5054181.023,2361602.463,1840.021
5492751,701,5054179.389,2361602.464,1857.339
5477151,701,5054159.668,2361602.465,1835.145
5476749,701,5054161.367,2361602.465,1835.25
5481302,701,5054184.411,2361602.465,1835.287
5490704,701,5054164.126,2361602.467,1841.542
5481858,701,5054183.689,2361602.468,1840.837
5476575,701,5054162.257,2361602.468,1835.26
5411209,701,5054186.603,2361602.47,1821.502
5481043,701,5054185.009,2361602.471,1831.683
5481859,701,5054183.682,2361602.471,1840.47
5476919,701,5054161.265,2361602.472,1843.053
5482057,701,5054183.907,2361602.472,1856.388
5481597,701,5054183.858,2361602.472,1838.928
5480409,701,5054185.816,2361602.473,1826.498
5477093,701,5054159.838,2361602.476,1835.223
5492572,701,5054180.318,2361602.476,1857.659
5481836,701,5054183.881,2361602.478,1846.721
5481807,701,5054184.09,2361602.478,1853.222
5492639,701,5054182.395,2361602.481,1856.992
5477379,701,5054158.824,2361602.484,1834.506
5477344,701,5054158.931,2361602.485,1835.259
5481860,701,5054183.704,2361602.485,1840.188
5491230,701,5054162.522,2361602.488,1833.263
5481856,701,5054183.762,2361602.488,1841.722
5481900,701,5054183.661,2361602.488,1847.445
5492746,701,5054179.051,2361602.488,1856.418
5491127,701,5054162.864,2361602.489,1830.613
5481902,701,5054183.654,2361602.491,1847.094
5481830,701,5054183.957,2361602.493,1848.18
5481598,701,5054183.911,2361602.497,1838.685
5480734,701,5054185.386,2361602.497,1828.89
5483231,701,5054181.001,2361602.498,1849.076
5484039,701,5054178.651,2361602.499,1825.775
5492475,701,5054183.586,2361602.499,1857.464
5482130,701,5054183.504,2361602.501,1854.91
5483873,701,5054179.625,2361602.502,1853.214
5481903,701,5054183.676,2361602.504,1846.829
5480329,701,5054186.209,2361602.504,1825.019
5483258,701,5054180.839,2361602.505,1842.57
5476751,701,5054161.432,2361602.507,1834.473
5483238,701,5054180.961,2361602.508,1847.433
5482063,701,5054183.948,2361602.508,1855.309
5483659,701,5054179.691,2361602.509,1831.429
5491340,701,5054162.322,2361602.509,1834.476
5482267,701,5054183.051,2361602.509,1854.936
5481897,701,5054183.736,2361602.512,1848.279
5477154,701,5054159.747,2361602.514,1834.439
5480480,701,5054185.814,2361602.514,1827.259
5481906,701,5054183.667,2361602.516,1845.846
5477378,701,5054158.9,2361602.516,1835.274
5491231,701,5054162.573,2361602.517,1833.053
5492629,701,5054182.208,2361602.517,1856.962
5483449,701,5054180.897,2361602.517,1854.926
5483077,701,5054180.742,2361602.518,1838.661
5411211,701,5054186.685,2361602.518,1821.343
5480733,701,5054185.451,2361602.519,1829.472
5483340,701,5054180.373,2361602.52,1835.69
5481069,701,5054184.668,2361602.52,1834.311
5481907,701,5054183.674,2361602.523,1845.544
5480481,701,5054185.801,2361602.524,1826.492
5481862,701,5054183.763,2361602.524,1839.659
5477408,701,5054158.368,2361602.524,1830.597
5481861,701,5054183.77,2361602.525,1840.065
5481905,701,5054183.704,2361602.525,1846.256
5481599,701,5054183.962,2361602.526,1838.497
5477406,701,5054158.383,2361602.527,1831.268
5492743,701,5054179.168,2361602.528,1858.107
5481908,701,5054183.682,2361602.529,1845.2
5483019,701,5054181.147,2361602.529,1840.036
5484188,701,5054179.047,2361602.53,1853.233
5492477,701,5054183.628,2361602.53,1856.986
5492573,701,5054180.413,2361602.53,1857.613
5481875,701,5054183.928,2361602.531,1853.472
5476931,701,5054161.226,2361602.532,1835.295
5481869,701,5054183.976,2361602.532,1854.78
5481904,701,5054183.727,2361602.533,1846.644
5484175,701,5054179.131,2361602.535,1856.335
5481909,701,5054183.69,2361602.536,1844.878
5480330,701,5054186.256,2361602.537,1824.355
5477005,701,5054160.772,2361602.537,1842.76
5491022,701,5054163.127,2361602.542,1828.003
5481863,701,5054183.8,2361602.542,1839.419
5481910,701,5054183.682,2361602.543,1844.543
5483903,701,5054179.543,2361602.544,1846.611
5483816,701,5054180.031,2361602.544,1853.213
5481877,701,5054183.95,2361602.545,1853.211
5481911,701,5054183.689,2361602.545,1844.219
5483241,701,5054181.01,2361602.546,1846.631
5481913,701,5054183.659,2361602.547,1843.5
5481912,701,5054183.681,2361602.548,1843.889
5481917,701,5054183.615,2361602.548,1842.014
5481921,701,5054183.571,2361602.548,1840.569
5411349,701,5054186.244,2361602.548,1823.513
5481920,701,5054183.593,2361602.549,1840.94
5481916,701,5054183.637,2361602.549,1842.403
5481915,701,5054183.644,2361602.549,1842.789
5481914,701,5054183.651,2361602.55,1843.167
5481919,701,5054183.6,2361602.55,1841.323
5480786,701,5054185.228,2361602.55,1831.003
5482131,701,5054183.615,2361602.551,1854.873
5480735,701,5054185.497,2361602.552,1828.839
5492738,701,5054178.923,2361602.553,1856.552
5491341,701,5054162.403,2361602.553,1834.352
5484244,701,5054178.743,2361602.553,1840.026
5492744,701,5054179.201,2361602.554,1857.35
5483459,701,5054180.92,2361602.554,1853.236
5481600,701,5054184.014,2361602.555,1838.279
5484211,701,5054178.943,2361602.557,1847.581
5483247,701,5054181.018,2361602.558,1845.64
5411212,701,5054186.751,2361602.558,1821.174
5481867,701,5054184.043,2361602.559,1855.265
5481898,701,5054183.831,2361602.559,1848.217
5411284,701,5054186.597,2361602.56,1822.419
5492640,701,5054182.532,2361602.56,1856.449
5492757,701,5054179.862,2361602.561,1857.84
5481918,701,5054183.637,2361602.562,1841.742
5492478,701,5054183.694,2361602.562,1856.866
5481044,701,5054185.166,2361602.562,1831.005
5411286,701,5054186.592,2361602.563,1821.978
5480787,701,5054185.245,2361602.564,1830.264
5484214,701,5054178.934,2361602.565,1846.623
5492476,701,5054183.71,2361602.565,1857.487
5477094,701,5054160.008,2361602.565,1835.291
5476752,701,5054161.527,2361602.566,1834.399
5491128,701,5054162.973,2361602.566,1829.283
5481864,701,5054183.837,2361602.567,1839.169
5483451,701,5054180.991,2361602.567,1854.892
5481922,701,5054183.623,2361602.57,1840.327
5481973,701,5054183.312,2361602.57,1843.652
5481071,701,5054184.764,2361602.571,1834.214
5482269,701,5054183.176,2361602.571,1854.938
5483508,701,5054180.754,2361602.574,1855.042
5492630,701,5054182.318,2361602.576,1856.946
5477156,701,5054159.857,2361602.576,1834.391
5484241,701,5054178.817,2361602.577,1840.884
5491023,701,5054163.194,2361602.578,1827.834
5476978,701,5054160.99,2361602.578,1835.38
5480410,701,5054186.003,2361602.579,1825.865
5483254,701,5054181.008,2361602.579,1844.028
5483711,701,5054179.514,2361602.579,1831.009
5482135,701,5054183.649,2361602.581,1854.077
5481967,701,5054183.371,2361602.581,1845.153
5477285,701,5054159.723,2361602.582,1844.231
5480482,701,5054185.912,2361602.583,1826.426
5476970,701,5054161.162,2361602.583,1842.796
5492574,701,5054180.523,2361602.585,1857.579
5484176,701,5054179.226,2361602.586,1856.278
5477412,701,5054158.461,2361602.586,1829.264
5483282,701,5054180.889,2361602.587,1849.173
5476968,701,5054161.19,2361602.587,1844.257
5481923,701,5054183.645,2361602.588,1840.037
5482137,701,5054183.64,2361602.588,1853.766
5476634,701,5054162.176,2361602.588,1835.368
5481601,701,5054184.066,2361602.588,1838.059
5492737,701,5054179.03,2361602.589,1857.355
5481924,701,5054183.639,2361602.591,1839.651
5482140,701,5054183.632,2361602.591,1853.434
5491024,701,5054163.216,2361602.592,1827.551
5481666,701,5054183.874,2361602.593,1838.919
5483022,701,5054181.288,2361602.595,1840.034
5481072,701,5054184.794,2361602.596,1833.563
5481980,701,5054183.304,2361602.596,1841.982
5483262,701,5054181.0,2361602.596,1842.37
5484463,701,5054178.762,2361602.596,1846.637
5477085,701,5054160.225,2361602.597,1842.78
5483265,701,5054180.985,2361602.598,1841.645
5482128,701,5054183.719,2361602.599,1855.757
5483509,701,5054180.79,2361602.599,1854.834
5477288,701,5054159.724,2361602.601,1842.844
5483074,701,5054180.955,2361602.602,1840.241
5483288,701,5054180.879,2361602.603,1848.262
5477002,701,5054160.91,2361602.603,1844.222
5481926,701,5054183.66,2361602.605,1839.387
5483386,701,5054180.296,2361602.606,1835.666
5484433,701,5054178.949,2361602.606,1853.436
5482573,701,5054182.628,2361602.607,1856.374
5483242,701,5054181.136,2361602.608,1846.618
5483069,701,5054180.985,2361602.608,1840.966
5481549,701,5054184.482,2361602.611,1835.595
5492731,701,5054178.78,2361602.611,1856.69
5477228,701,5054160.113,2361602.612,1844.253
5482143,701,5054183.652,2361602.613,1852.586
5481667,701,5054183.911,2361602.614,1838.659
5411351,701,5054186.37,2361602.614,1823.477
5491342,701,5054162.49,2361602.616,1833.306
5481602,701,5054184.118,2361602.617,1837.837
5482543,701,5054182.779,2361602.617,1853.207
5483273,701,5054180.98,2361602.618,1850.676
5482163,701,5054183.489,2361602.618,1846.792
5482144,701,5054183.659,2361602.619,1852.289
5492469,701,5054183.531,2361602.619,1857.133
5482141,701,5054183.683,2361602.619,1853.257
5477099,701,5054160.094,2361602.62,1834.279
5483463,701,5054181.036,2361602.62,1852.285
5492468,701,5054183.54,2361602.62,1857.435
5484291,701,5054178.66,2361602.62,1840.918
5484430,701,5054179.01,2361602.624,1854.156
5481975,701,5054183.407,2361602.625,1843.578
5482145,701,5054183.666,2361602.626,1851.995
5484435,701,5054178.985,2361602.627,1853.229
5484136,701,5054179.594,2361602.627,1853.205
5481045,701,5054185.291,2361602.628,1830.999
5483072,701,5054181.021,2361602.629,1840.757
5482155,701,5054183.573,2361602.631,1848.586
5477443,701,5054158.195,2361602.633,1829.278
5481988,701,5054183.327,2361602.633,1840.326
5492736,701,5054179.136,2361602.633,1858.176
5482270,701,5054183.285,2361602.633,1854.944
5481928,701,5054183.696,2361602.634,1839.188
5480411,701,5054186.113,2361602.634,1825.802
5492575,701,5054180.618,2361602.636,1857.536
5482146,701,5054183.672,2361602.636,1851.703
5481668,701,5054183.933,2361602.636,1838.422
5477405,701,5054158.625,2361602.637,1832.995
5484177,701,5054179.322,2361602.637,1856.217
5476980,701,5054161.091,2361602.637,1834.381
5481603,701,5054184.154,2361602.638,1837.603
5482147,701,5054183.664,2361602.639,1851.378
5481982,701,5054183.385,2361602.639,1841.858
5482964,701,5054181.524,2361602.639,1839.974
5477157,701,5054159.968,2361602.639,1834.342
5481969,701,5054183.481,2361602.64,1845.12
5483629,701,5054180.164,2361602.64,1840.031
5482244,701,5054183.186,2361602.64,1843.716
5482153,701,5054183.618,2361602.64,1849.343
5482152,701,5054183.625,2361602.641,1849.709
5482159,701,5054183.564,2361602.642,1847.614
5482154,701,5054183.595,2361602.643,1848.993
5482150,701,5054183.656,2361602.643,1850.394
5482157,701,5054183.571,2361602.643,1847.988
5482149,701,5054183.664,2361602.644,1850.722
5484293,701,5054178.704,2361602.644,1840.368
5492739,701,5054179.099,2361602.644,1856.404
5482156,701,5054183.595,2361602.644,1848.322
5482148,701,5054183.672,2361602.645,1851.049
5492631,701,5054182.457,2361602.645,1856.989
5482151,701,5054183.648,2361602.646,1850.063
5482256,701,5054183.105,2361602.647,1840.459
5484295,701,5054178.696,2361602.647,1840.036
5477037,701,5054160.757,2361602.647,1842.757
5484461,701,5054178.882,2361602.647,1847.552
5476635,701,5054162.287,2361602.647,1835.314
5481046,701,5054185.307,2361602.649,1830.29
5477095,701,5054160.179,2361602.65,1835.338
5477286,701,5054159.848,2361602.651,1844.241
5482132,701,5054183.797,2361602.651,1855.088
5482575,701,5054182.708,2361602.651,1856.283
5477290,701,5054159.82,2361602.652,1842.762
5492619,701,5054182.029,2361602.653,1856.633
5481930,701,5054183.734,2361602.655,1838.928
5481669,701,5054183.969,2361602.657,1838.181
5482219,701,5054183.397,2361602.657,1850.104
5483024,701,5054181.398,2361602.658,1840.003
5482164,701,5054183.571,2361602.658,1846.653
5481551,701,5054184.562,2361602.659,1835.489
5482236,701,5054183.26,2361602.659,1845.238
5483289,701,5054180.989,2361602.661,1848.225
5492618,701,5054182.052,2361602.662,1856.98
5481989,701,5054183.363,2361602.662,1840.107
5481932,701,5054183.741,2361602.662,1838.598
5483292,701,5054180.989,2361602.663,1847.55
5481604,701,5054184.191,2361602.663,1837.377
5481971,701,5054183.532,2361602.665,1844.939
5482133,701,5054183.819,2361602.665,1854.833
5483274,701,5054181.076,2361602.665,1850.582
5491129,701,5054163.142,2361602.666,1828.033
5483714,701,5054179.691,2361602.667,1830.754
5481308,701,5054184.765,2361602.669,1834.16
5481553,701,5054184.586,2361602.669,1835.157
5482142,701,5054183.793,2361602.67,1853.225
5483245,701,5054181.261,2361602.67,1846.611
5492662,701,5054183.432,2361602.672,1857.393
5482227,701,5054183.388,2361602.675,1848.495
5483297,701,5054180.98,2361602.675,1846.612
5483460,701,5054181.155,2361602.675,1853.221
5477195,701,5054159.703,2361602.675,1834.315
5483287,701,5054181.035,2361602.675,1848.965
5492730,701,5054178.922,2361602.676,1857.312
